,0,1,階,賃料/管理費,敷金/礼金,間取り/専有面積,6,お気に入り,8,NewArrival,マンション名,住所,最寄り駅,築年数,建物高さ
69,"
 
","




","
											6階","

9.9万円
10500円

","

-
9.9万円

","

1K
22.72m2

","


","



追加

追加

","
詳細を見る",Exsiting,リヴシティ神田,東京都千代田区神田富山町,東京メトロ日比谷線/秋葉原駅 歩6分 --- 都営新宿線/岩本町駅 歩6分 --- 東京メトロ銀座線/神田駅 歩5分,築11年,13階建
70,"
 
","




","
											2階","

10.1万円
10000円

","

-
10.1万円

","

1K
25.34m2

","

動画

","



追加

追加

","
詳細を見る",Exsiting,クレイシア秋葉原ラグゼスウィート,東京都千代田区東神田２,ＪＲ山手線/秋葉原駅 歩8分 --- 都営浅草線/東日本橋駅 歩7分 --- 東京メトロ日比谷線/小伝馬町駅 歩10分,築3年,12階建
71,"
 
","




","
											10階","

11万円
10000円

","

-
11万円

","

1K
25.34m2

","

動画

","



追加

追加

","
詳細を見る",New,クレイシア秋葉原ラグゼスウィート,東京都千代田区東神田２,ＪＲ山手線/秋葉原駅 歩8分 --- 都営浅草線/東日本橋駅 歩7分 --- 東京メトロ日比谷線/小伝馬町駅 歩10分,築3年,12階建
72,"
 
","




","
											6階","

9.9万円
15000円

","

9.9万円
9.9万円

","

1K
25.54m2

","

動画

","



追加

追加

","
詳細を見る",Exsiting,ラペルラ岩本町,東京都千代田区岩本町２,都営新宿線/岩本町駅 歩5分 --- 東京メトロ日比谷線/秋葉原駅 歩7分 --- ＪＲ山手線/神田駅 歩8分,新築,9階建
73,"
 
","




","
											7階","

10.5万円
15000円

","

10.5万円
10.5万円

","

1K
25.08m2

","


","



追加

追加

","
詳細を見る",New,ラペルラ岩本町,東京都千代田区岩本町２,都営新宿線/岩本町駅 歩5分 --- 東京メトロ日比谷線/秋葉原駅 歩7分 --- ＪＲ山手線/神田駅 歩8分,新築,9階建
74,"
 
","




","
											7階","

9.3万円
7000円

","

9.3万円
-

","

1K
22.96m2

","

動画
パノラマ

","



追加

追加

","
詳細を見る",Exsiting,ＪＲ山手線 秋葉原駅 15階建 築14年,東京都千代田区岩本町３,ＪＲ山手線/秋葉原駅 歩5分 --- ＪＲ山手線/神田駅 歩8分 --- 都営新宿線/岩本町駅 歩3分,築14年,15階建
75,"
 
","




","
											4階","

11万円
6000円

","

11万円
11万円

","

1K
27.29m2

","


","



追加

追加

","
詳細を見る",Exsiting,東京メトロ銀座線 末広町駅 9階建 築14年,東京都千代田区外神田６,東京メトロ銀座線/末広町駅 歩2分 --- 東京メトロ千代田線/湯島駅 歩5分 --- ＪＲ京浜東北線/御徒町駅 歩8分,築14年,9階建
76,"
 
","




","
											4階","

11万円
6000円

","

11万円
11万円

","

1K
27.29m2

","

動画
パノラマ

","



追加

追加

","
詳細を見る",Exsiting,ローズマンションミヤハラ,東京都千代田区外神田６,東京メトロ銀座線/末広町駅 歩2分 --- 東京メトロ千代田線/湯島駅 歩5分 --- ＪＲ京浜東北線/御徒町駅 歩8分,築14年,地下1地上9階建
77,"
 
","




","
											5階","

11万円
6000円

","

11万円
11万円

","

1K
27.29m2

","

動画

","



追加

追加

","
詳細を見る",Exsiting,ローズマンションミヤハラ,東京都千代田区外神田６,東京メトロ銀座線/末広町駅 歩2分 --- 東京メトロ千代田線/湯島駅 歩5分 --- ＪＲ京浜東北線/御徒町駅 歩8分,築14年,地下1地上9階建
78,"
 
","




","
											2階","

10.5万円
12000円

","

-
10.5万円

","

1K
25.08m2

","

動画
パノラマ

","



追加

追加

","
詳細を見る",Exsiting,APPLE RESIDENCE水道橋,東京都千代田区神田三崎町２,ＪＲ中央線/水道橋駅 歩2分 --- 東京メトロ東西線/九段下駅 歩10分 --- 東京メトロ半蔵門線/神保町駅 歩10分,築6年,10階建
79,"
 
","




","
											7階","

10.3万円
12000円

","

-
-

","

1K
25.07m2

","


","



追加

追加

","
詳細を見る",New,ＪＲ山手線 神田駅 14階建 築8年,東京都千代田区神田岩本町,ＪＲ山手線/神田駅 歩6分 --- ＪＲ総武線/秋葉原駅 歩9分 --- 都営新宿線/岩本町駅 歩5分,築8年,14階建
80,"
 
","




","
											3階","

9.9万円
10000円

","

-
-

","

ワンルーム
22.42m2

","

動画
パノラマ

","



追加

追加

","
詳細を見る",Exsiting,アクサス大手町ラクシーズ,東京都千代田区神田錦町１,東京メトロ東西線/大手町駅 歩6分 --- 東京メトロ東西線/竹橋駅 歩5分 --- 東京メトロ丸ノ内線/淡路町駅 歩6分,築14年,14階建
81,"
 
","




","
											2階","

10.5万円
10000円

","

-
-

","

1K
22.42m2

","

パノラマ

","



追加

追加

","
詳細を見る",Exsiting,アクサス大手町ラクシーズ,東京都千代田区神田錦町１,東京メトロ東西線/大手町駅 歩6分 --- 東京メトロ東西線/竹橋駅 歩5分 --- 東京メトロ丸ノ内線/淡路町駅 歩6分,築14年,14階建
82,"
 
","




","
											7階","

10.7万円
10000円

","

-
-

","

ワンルーム
22.42m2

","

動画
パノラマ

","



追加

追加

","
詳細を見る",Exsiting,アクサス大手町ラクシーズ,東京都千代田区神田錦町１,東京メトロ東西線/大手町駅 歩6分 --- 東京メトロ東西線/竹橋駅 歩5分 --- 東京メトロ丸ノ内線/淡路町駅 歩6分,築14年,14階建
83,"
 
","




","
											2階","

10.8万円
10000円

","

10.8万円
10.8万円

","

ワンルーム
22.42m2

","


","



追加

追加

","
詳細を見る",Exsiting,アクサス大手町ラクシーズ,東京都千代田区神田錦町１,東京メトロ東西線/大手町駅 歩6分 --- 東京メトロ東西線/竹橋駅 歩5分 --- 東京メトロ丸ノ内線/淡路町駅 歩6分,築14年,14階建
84,"
 
","




","
											2階","

11万円
10000円

","

11万円
11万円

","

1K
22.42m2

","


","



追加

追加

","
詳細を見る",Exsiting,アクサス大手町ラクシーズ,東京都千代田区神田錦町１,東京メトロ東西線/大手町駅 歩6分 --- 東京メトロ東西線/竹橋駅 歩5分 --- 東京メトロ丸ノ内線/淡路町駅 歩6分,築14年,14階建
85,"
 
","




","
											2階","

10.5万円
10000円

","

-
-

","

1K
22.42m2

","

動画

","



追加

追加

","
詳細を見る",New,東京メトロ丸ノ内線 大手町駅 14階建 築14年,東京都千代田区神田錦町１,東京メトロ丸ノ内線/大手町駅 歩6分 --- 東京メトロ千代田線/新御茶ノ水駅 歩6分 --- ＪＲ山手線/神田駅 歩9分,築14年,14階建
86,"
 
","




","
											2階","

10.6万円
10000円

","

-
-

","

ワンルーム
22.42m2

","

動画

","



追加

追加

","
詳細を見る",Exsiting,東京メトロ丸ノ内線 大手町駅 14階建 築14年,東京都千代田区神田錦町１,東京メトロ丸ノ内線/大手町駅 歩6分 --- 東京メトロ千代田線/新御茶ノ水駅 歩6分 --- ＪＲ山手線/神田駅 歩9分,築14年,14階建
87,"
 
","




","
											2階","

10.8万円
10000円

","

10.8万円
10.8万円

","

1K
22.42m2

","

動画

","



追加

追加

","
詳細を見る",Exsiting,東京メトロ丸ノ内線 大手町駅 14階建 築14年,東京都千代田区神田錦町１,東京メトロ丸ノ内線/大手町駅 歩6分 --- 東京メトロ千代田線/新御茶ノ水駅 歩6分 --- ＪＲ山手線/神田駅 歩9分,築14年,14階建
88,"
 
","




","
											3階","

9.7万円
9500円

","

9.7万円
9.7万円

","

1K
22.5m2

","

動画

","



追加

追加

","
詳細を見る",New,ＪＲ総武線 水道橋駅 7階建 築14年,東京都千代田区神田猿楽町２,ＪＲ総武線/水道橋駅 歩6分 --- 東京メトロ丸ノ内線/御茶ノ水駅 歩8分 --- 東京メトロ半蔵門線/神保町駅 歩9分,築14年,7階建
89,"
 
","




","
											5階","

10.4万円
10500円

","

-
10.4万円

","

1K
22.5m2

","

動画

","



追加

追加

","
詳細を見る",Exsiting,ＪＲ総武線 水道橋駅 7階建 築14年,東京都千代田区神田猿楽町２,ＪＲ総武線/水道橋駅 歩6分 --- 東京メトロ丸ノ内線/御茶ノ水駅 歩8分 --- 東京メトロ半蔵門線/神保町駅 歩9分,築14年,7階建
90,"
 
","




","
											2階","

10.9万円
6000円

","

10.9万円
-

","

1K
25.2m2

","


","



追加

追加

","
詳細を見る",Exsiting,コンフォリア秋葉原イースト,東京都千代田区東神田２,ＪＲ総武線快速/馬喰町駅 歩6分 --- ＪＲ山手線/秋葉原駅 歩8分 --- 都営新宿線/岩本町駅 歩7分,築6年,12階建
91,"
 
","




","
											7階","

11.4万円
6000円

","

11.4万円
-

","

1K
25.2m2

","

動画
パノラマ

","



追加

追加

","
詳細を見る",Exsiting,コンフォリア秋葉原イースト,東京都千代田区東神田２,ＪＲ総武線快速/馬喰町駅 歩6分 --- ＪＲ山手線/秋葉原駅 歩8分 --- 都営新宿線/岩本町駅 歩7分,築6年,12階建
92,"
 
","




","
											8階","

9.6万円
12000円

","

-
-

","

1K
25.07m2

","

動画
パノラマ

","



追加

追加

","
詳細を見る",Exsiting,ＪＲ山手線 神田駅 14階建 築8年,東京都千代田区岩本町２,ＪＲ山手線/神田駅 歩6分 --- ＪＲ山手線/秋葉原駅 歩9分 --- 東京メトロ日比谷線/小伝馬町駅 歩7分,築8年,14階建
93,"
 
","




","
											8階","

10.1万円
12000円

","

-
-

","

1K
25.07m2

","


","



追加

追加

","
詳細を見る",Exsiting,ＪＲ山手線 神田駅 14階建 築8年,東京都千代田区岩本町２,ＪＲ山手線/神田駅 歩6分 --- ＪＲ山手線/秋葉原駅 歩9分 --- 東京メトロ日比谷線/小伝馬町駅 歩7分,築8年,14階建
94,"
 
","




","
											7階","

10.3万円
12000円

","

-
-

","

1K
25.07m2

","


","



追加

追加

","
詳細を見る",Exsiting,ＪＲ山手線 神田駅 14階建 築8年,東京都千代田区岩本町２,ＪＲ山手線/神田駅 歩6分 --- ＪＲ山手線/秋葉原駅 歩9分 --- 東京メトロ日比谷線/小伝馬町駅 歩7分,築8年,14階建
95,"
 
","




","
											8階","

10.4万円
12000円

","

-
-

","

1K
25.07m2

","


","



追加

追加

","
詳細を見る",Exsiting,ＪＲ山手線 神田駅 14階建 築8年,東京都千代田区岩本町２,ＪＲ山手線/神田駅 歩6分 --- ＪＲ山手線/秋葉原駅 歩9分 --- 東京メトロ日比谷線/小伝馬町駅 歩7分,築8年,14階建
96,"
 
","




","
											8階","

10.5万円
12000円

","

-
-

","

1K
25.07m2

","


","



追加

追加

","
詳細を見る",Exsiting,ＪＲ山手線 神田駅 14階建 築8年,東京都千代田区岩本町２,ＪＲ山手線/神田駅 歩6分 --- ＪＲ山手線/秋葉原駅 歩9分 --- 東京メトロ日比谷線/小伝馬町駅 歩7分,築8年,14階建
97,"
 
","




","
											5階","

11万円
-

","

11万円
11万円

","

ワンルーム
25.1m2

","


","



追加

追加

","
詳細を見る",New,ＪＲ山手線 秋葉原駅 11階建 築4年,東京都千代田区神田佐久間町４,ＪＲ山手線/秋葉原駅 歩6分 --- ＪＲ総武線/浅草橋駅 歩6分 --- 都営新宿線/岩本町駅 歩7分,築4年,11階建
98,"
 
","




","
											2階","

10.9万円
6000円

","

10.9万円
-

","

1K
25.2m2

","


","



追加

追加

","
詳細を見る",Exsiting,東京メトロ日比谷線 秋葉原駅 12階建 築6年,東京都千代田区東神田２,東京メトロ日比谷線/秋葉原駅 歩8分 --- 東京メトロ銀座線/神田駅 歩15分 --- ＪＲ総武線快速/馬喰町駅 歩6分,築6年,12階建
99,"
 
","




","
											2階","

10.9万円
6000円

","

10.9万円
-

","

1K
25.2m2

","


","



追加

追加

","
詳細を見る",Exsiting,東京メトロ日比谷線 秋葉原駅 12階建 築6年,東京都千代田区東神田２,東京メトロ日比谷線/秋葉原駅 歩8分 --- 東京メトロ銀座線/神田駅 歩15分 --- ＪＲ総武線快速/馬喰町駅 歩6分,築6年,12階建
100,"
 
","




","
											7階","

11.4万円
6000円

","

11.4万円
-

","

1K
25.2m2

","


","



追加

追加

","
詳細を見る",Exsiting,東京メトロ日比谷線 秋葉原駅 12階建 築6年,東京都千代田区東神田２,東京メトロ日比谷線/秋葉原駅 歩8分 --- 東京メトロ銀座線/神田駅 歩15分 --- ＪＲ総武線快速/馬喰町駅 歩6分,築6年,12階建
101,"
 
","



","
											7階","

11.4万円
6000円

","

11.4万円
-

","

1K
25.2m2

","


","



追加

追加

","
詳細を見る",Exsiting,東京メトロ日比谷線 秋葉原駅 12階建 築6年,東京都千代田区東神田２,東京メトロ日比谷線/秋葉原駅 歩8分 --- 東京メトロ銀座線/神田駅 歩15分 --- ＪＲ総武線快速/馬喰町駅 歩6分,築6年,12階建
102,"
 
","




","
											5階","

9.2万円
6000円

","

9.2万円
9.2万円

","

1K
22.8m2

","


","



追加

追加

","
詳細を見る",Exsiting,都営新宿線 岩本町駅 15階建 築14年,東京都千代田区岩本町２,都営新宿線/岩本町駅 歩7分 --- 東京メトロ日比谷線/小伝馬町駅 歩6分 --- ＪＲ総武線快速/馬喰町駅 歩11分,築14年,15階建
103,"
 
","




","
											3階","

11万円
10000円

","

22万円
11万円

","

ワンルーム
26.17m2

","

動画

","



追加

追加

","
詳細を見る",Exsiting,アーバンキューブ九段南,東京都千代田区九段南３,東京メトロ半蔵門線/九段下駅 歩11分 --- 東京メトロ半蔵門線/半蔵門駅 歩11分 --- 東京メトロ南北線/市ヶ谷駅 歩7分,築14年,12階建
104,"
 
","




","
											2階","

11.2万円
6500円

","

-
11.2万円

","

1K
28.04m2

","

動画
パノラマ

","



追加

追加

","
詳細を見る",Exsiting,ベスティエ秋葉原,東京都千代田区東神田２,ＪＲ総武線快速/馬喰町駅 歩7分 --- ＪＲ総武線/秋葉原駅 歩11分 --- ＪＲ総武線/浅草橋駅 歩9分,新築,10階建
105,"
 
","




","
											3階","

11.3万円
6500円

","

-
11.3万円

","

1K
28.04m2

","

動画
パノラマ

","



追加

追加

","
詳細を見る",Exsiting,ベスティエ秋葉原,東京都千代田区東神田２,ＪＲ総武線快速/馬喰町駅 歩7分 --- ＪＲ総武線/秋葉原駅 歩11分 --- ＪＲ総武線/浅草橋駅 歩9分,新築,10階建
106,"
 
","




","
											2階","

11.2万円
6500円

","

-
11.2万円

","

1K
28.04m2

","

パノラマ

","



追加

追加

","
詳細を見る",Exsiting,ＪＲ総武線快速 馬喰町駅 10階建 新築,東京都千代田区東神田２,ＪＲ総武線快速/馬喰町駅 歩7分 --- ＪＲ総武線/秋葉原駅 歩11分 --- ＪＲ総武線/浅草橋駅 歩9分,新築,10階建
107,"
 
","




","
											3階","

11.3万円
6500円

","

-
11.3万円

","

1K
28.04m2

","

パノラマ

","



追加

追加

","
詳細を見る",Exsiting,ＪＲ総武線快速 馬喰町駅 10階建 新築,東京都千代田区東神田２,ＪＲ総武線快速/馬喰町駅 歩7分 --- ＪＲ総武線/秋葉原駅 歩11分 --- ＪＲ総武線/浅草橋駅 歩9分,新築,10階建
108,"
 
","




","
											2階","

10.9万円
6000円

","

10.9万円
-

","

1K
25.2m2

","


","



追加

追加

","
詳細を見る",Exsiting,コンフォリア秋葉原EAST,東京都千代田区東神田２,ＪＲ山手線/秋葉原駅 歩8分 --- ＪＲ総武線/浅草橋駅 歩6分 --- ＪＲ総武線快速/馬喰町駅 歩6分,築6年,12階建
109,"
 
","




","
											7階","

11.4万円
6000円

","

11.4万円
-

","

1K
25.2m2

","

動画

","



追加

追加

","
詳細を見る",Exsiting,コンフォリア秋葉原EAST,東京都千代田区東神田２,ＪＲ山手線/秋葉原駅 歩8分 --- ＪＲ総武線/浅草橋駅 歩6分 --- ＪＲ総武線快速/馬喰町駅 歩6分,築6年,12階建
110,"
 
","




","
											3階","

10.2万円
10000円

","

10.2万円
10.2万円

","

1K
28.9m2

","


","



追加

追加

","
詳細を見る",Exsiting,バンブー岩本町,東京都千代田区岩本町２,都営新宿線/岩本町駅 歩5分 --- 東京メトロ日比谷線/小伝馬町駅 歩6分 --- ＪＲ山手線/神田駅 歩8分,築15年,13階建
111,"
 
","




","
											4階","

10.4万円
10000円

","

10.4万円
10.4万円

","

1K
29.9m2

","

動画

","



追加

追加

","
詳細を見る",Exsiting,バンブー岩本町,東京都千代田区岩本町２,都営新宿線/岩本町駅 歩5分 --- 東京メトロ日比谷線/小伝馬町駅 歩6分 --- ＪＲ山手線/神田駅 歩8分,築15年,13階建
112,"
 
","




","
											6階","

9.9万円
15000円

","

9.9万円
9.9万円

","

1K
25.54m2

","

パノラマ

","



追加

追加

","
詳細を見る",Exsiting,ＪＲ山手線 神田駅 9階建 新築,東京都千代田区岩本町２,ＪＲ山手線/神田駅 歩8分 --- 東京メトロ日比谷線/秋葉原駅 歩7分 --- 都営新宿線/岩本町駅 歩5分,新築,9階建
113,"
 
","




","
											8階","

10.4万円
15000円

","

10.4万円
10.4万円

","

1K
25.54m2

","


","



追加

追加

","
詳細を見る",Exsiting,ＪＲ山手線 神田駅 9階建 新築,東京都千代田区岩本町２,ＪＲ山手線/神田駅 歩8分 --- 東京メトロ日比谷線/秋葉原駅 歩7分 --- 都営新宿線/岩本町駅 歩5分,新築,9階建
114,"
 
","




","
											7階","

10.5万円
15000円

","

10.5万円
10.5万円

","

1K
25.08m2

","


","



追加

追加

","
詳細を見る",Exsiting,ＪＲ山手線 神田駅 9階建 新築,東京都千代田区岩本町２,ＪＲ山手線/神田駅 歩8分 --- 東京メトロ日比谷線/秋葉原駅 歩7分 --- 都営新宿線/岩本町駅 歩5分,新築,9階建
115,"
 
","




","
											5階","

9.2万円
6000円

","

9.2万円
9.2万円

","

1K
22.8m2

","


","



追加

追加

","
詳細を見る",Exsiting,ブライズ神田岩本町,東京都千代田区岩本町２,ＪＲ山手線/秋葉原駅 歩7分 --- 都営新宿線/岩本町駅 歩4分 --- 東京メトロ銀座線/神田駅 歩7分,築14年,15階建
